,Host ID,Host Lat,Host Lng,TOWN,NAME,COUNTRY,Address1,Postcode,PNO,NSF,Branch IDs,Venue ID,Venue Name,Venue Distance,Venue Address,Venue Lat,Venue Lng,Venue Category
70,TS0518,55.883012300000004,-3.5170215428571403,LIVINGSTON,LIVINGSTON,SCO,313/314 Almondvale South,EH54 6GS,901,4612,"TM7394,TS0518",4e3187b8fa76b9130b72928f,JD Sports,69,"['Unit 325 The Elements', 'Livingston', 'West Lothian', 'EH54 6GS', 'United Kingdom']",55.8828676,-3.5159382000000003,Sporting Goods Shop
71,TS0520,51.8887129377415,0.9003846648142589,COLCHESTER,COLCHESTER,ENG,20 Culver Walk,CO1 1XJ,941,4500,"TM7187,TS0520",4c46d9a076d72d7fb73f3b4d,JD Sports,168,"['Unit 11 30 Culvar Street West Culver Square (Unit 11 Culver Sq)', 'Colchester', 'Essex', 'CO1 1WF', 'United Kingdom']",51.88899944224063,0.8979821205139159,Sporting Goods Shop
72,TS0526,52.24612961312221,0.7096927654927551,BURY ST EDMUNDS,BURY ST EDMUNDS,ENG,Unit 1/2,IP33 3FA,718,4360,"TM7400,TS0526",4d932349d176a1cd820132f0,JD Sports,218,"['Unit A Butter Market', 'Bury St Edmunds', 'Suffolk', 'IP33 1DB', 'United Kingdom']",52.24567557745533,0.7128191398810486,Sporting Goods Shop
73,TS0535,57.1489835711827,-2.10003791892695,ABERDEEN,ABERDEEN (BON ACCORD),SCO,"Unit 19a, Bon Accord Centre",AB25 1HZ,904,8139,"TM7484,TS0535",4c2f29b83896e21ed569e390,JD Sports,675,"['1 East Terrace, Union Square, Guild Square (Union Square)', 'Aberdeen', 'Aberdeen City', 'AB11 5RD', 'United Kingdom']",57.143374,-2.095788,Sporting Goods Shop
74,TS0554,52.1369496666667,-0.4693106333333329,BEDFORD,BEDFORD,ENG,"21/25 Harpur Centre, Midland Road",MK40 1PL,7174,2100,"TM7857,TS0554",4ff95801e4b054fbab556ba0,JD Sports,124,"['1-3 Silver Street', 'Bedford', 'MK40 1SY', 'United Kingdom']",52.1370680023802,-0.4675023257732392,Sporting Goods Shop
75,TS0647,53.5520279547262,-1.4798793889259898,BARNSLEY,BARNSLEY,ENG,20/22 Cheapside,S70 1RR,4708,3142,"TM7869,TS0647",5a8ecffc12138435918ff083,JD Sports,7708,"['Cortonwood Retail Park', 'Barnsley', 'S73 0UF', 'United Kingdom']",53.51025364452402,-1.3869589533729825,Sporting Goods Shop
76,TS0648,53.7488456086413,-2.4828031560296897,BLACKBURN,BLACKBURN,ENG,14/16 Spring Hill,BB1 7JB,4721,3000,"TM7937,TS0648",4eff071b7ee5f14f395c2b8d,JD Sports,89,"['Unit 24 Lord Square', 'Blackburn', 'Blackburn with Darwen', 'BB1 7NQ', 'United Kingdom']",53.748039,-2.482857,Sporting Goods Shop
77,TS0653,52.802571506924,-1.63162871004641,BURTON ON TRENT,BURTON ON TRENT,ENG,2/4 Swan Walk,DE14 1DD,4733,2630,"TM7818,TS0653",520762e411d2f0296477ffc0,JD Sports,64,"['Units 4-5, Coopers Square', 'Burton-on-Trent', 'Staffordshire', 'DE14 1HL', 'United Kingdom']",52.80203170809563,-1.631971299648285,Sporting Goods Shop
78,TS0654,54.77587200062321,-1.57742469645493,DURHAM,DURHAM,ENG,18 Silver Street,DH1 3RB,4761,2721,"TM7485,TS0654",4d98516061a3a1cd4dc8ca42,JD Sports,232,"['Unit 3 Arnison Shopping Park, Durham', 'Durham', 'DH1 5GB', 'United Kingdom']",54.776918410119826,-1.5829711000000002,Sporting Goods Shop
79,TS0656,50.852898242245104,-1.1780463730108302,FAREHAM,FAREHAM,ENG,"Unit 21, 13 Westbury Mall",PO16 0PE,4771,2200,"TM7946,TS0656",4e4cee9422717c65aca204e0,JD Sports,6028,"['222-224 Commercial Road', 'Portsmouth', 'Hampshire', 'PO1 1HG', 'United Kingdom']",50.80153509681171,-1.246531,Sporting Goods Shop
80,TS0659,51.062685859403,-0.32967819338751303,HORSHAM,HORSHAM,ENG,54 West Street,RH12 1PL,4788,1900,"TM7703,TS0659",4e3bdb6962e19d6109580a8c,JD Sports,83,"['17 Swan Walk', 'Horsham', 'West Sussex', 'RH12 1HQ', 'United Kingdom']",51.06332115094934,-0.330314040184021,Sporting Goods Shop
81,TS0671,53.4518765131608,-2.7368790030036605,ST HELENS,ST HELENS,ENG,1 Lagrange Avenue,WA10 1BN,4870,3500,TS0671,50e5a98de4b01e90712f258c,JD Sports,70,"['Unit 6B Cables Retail Park', 'Prescot', 'Knowsley', 'L34 5NQ', 'United Kingdom']",53.4266116,-2.7995482999999997,Sporting Goods Shop
82,TS0672,51.90336351791821,-0.20214385683436398,STEVENAGE,STEVENAGE,ENG,66/68 Queensway,SG1 1EG,4871,2440,"TM7751,TS0672",4e4e3bc3d4c0b6da5d6bf22d,JD Sports,50,"['91-93 Queensway', 'Stevenage', 'Hertfordshire', 'SG1 1EA', 'United Kingdom']",51.88038,-0.37507399999999996,Sporting Goods Shop
83,TS0707,54.59555065,-5.92807936503482,NEWTOWNABBEY,NEWTOWNABBEY,NI,"Unit 4, Abbey Centre",BT37 9UH,558,2026,"TM7195,TS0707",4d2e06f55d4ca1cd8faf141b,JD Sports,317,"['14 Donegall Place', 'Belfast', 'BT1 5BA', 'United Kingdom']",54.51215200000001,-6.050113,Sporting Goods Shop
84,TS0710,51.266429583094904,-1.08824790238093,BASINGSTOKE,BASINGSTOKE,ENG,7/8 Lower Ground Floor,RG21 7AW,566,4600,"TM7199,TS0710",4bae1386f964a5206c813be3,JD Sports,238,"['Unit 5 Festival Place, Basingstoke (Ground Level)', 'Basingstoke', 'Hampshire', 'RG21 7BE', 'United Kingdom']",51.264314,-1.087689,Sporting Goods Shop
85,TS0718,56.07252453414001,-3.4577479083400897,DUNFERMLINE,DUNFERMLINE,SCO,Kingsgate Centre,KY12 7QU,1723,2400,TS0718,577cc67f498e4378a7e1226c,JD Sports,159,"['Unit 19 The Kingsgate Sc', 'Dunfermline', 'Fife', 'KY12 7QU', 'United Kingdom']",56.071775058302094,-3.4599423558197486,Sporting Goods Shop
86,TS0723,52.4779817721622,-1.89356471976791,BIRMINGHAM,BIRMINGHAM BULLRING,ENG,Unit Msu2b,B5 4BF,570,20603,"TM7236,TS0723",4b831f50f964a52000f930e3,JD Sports,28,"['1 New Street', 'Birmingham', 'West Midlands', 'B2 4RF', 'United Kingdom']",52.41686055360401,-1.9919317960739136,Sporting Goods Shop
87,TS0726,55.8712370036407,-4.1432677592203,GLASGOW (FORT),GLASGOW FORT RETAIL PARK,SCO,Glasgow Fort Retail Park,G33 5AL,587,5500,"TM7242,TS0726",4bf93d4f8d30d13ae8da0118,JD Sports,272,"['186 Trongate (Glassford St)', 'Glasgow', 'Glasgow City', 'G1 5RY', 'United Kingdom']",55.790066009808605,-4.252762906745944,Sporting Goods Shop
88,TS0727,50.75320712733421,-1.84350489907249,BOURNEMOUTH(CASTLEPOINT),CASTLEPOINT,ENG,"Unit N1, Castle Point Shopping Centre",BH8 9UY,578,7112,"TM7243,TS0727",4dd7df58fa76ad96d12f285f,JD Sports,195,"['70 Commercial Road', 'Bournemouth', 'Dorset', 'BH2 5LR', 'United Kingdom']",50.718190031748506,-1.9802501840267723,Sporting Goods Shop
89,TS0731,53.7233177615814,-1.8583161846402299,HALIFAX,HALIFAX,ENG,Unit 22 Woolshops,HX1 1RU,607,1840,"TM7273,TS0731",4c5145ca3940be9a27359408,JD Sports,25,"['Unit 1 Kingsgate Shopping Centre', 'Huddersfield', 'Kirklees', 'HD1 2QB', 'United Kingdom']",53.64615310066369,-1.8580051951064436,Sporting Goods Shop
90,TS0732,54.86933645,-6.2794732192464995,BALLYMENA,BALLYMENA,NI,"Unit 52-53, Fairhill Shopping Centre",BT43 6UF,601,3500,"TM7275,TS0732",51cec195498e81b276b68bdb,JD Sports,252,"['55 56 Fairhill Shopping Centre', 'Ballymena', 'Ballymena District', 'BT43 6UF', 'United Kingdom']",54.869410162825716,-6.275532245635986,Sporting Goods Shop
91,TS0734,50.74467035,-1.8579809031809398,BOURNEMOUTH,BOURNEMOUTH,ENG,Unit 2,BH1 1BU,608,3700,"TM7278,TS0734",4dd7df58fa76ad96d12f285f,JD Sports,1564,"['70 Commercial Road', 'Bournemouth', 'Dorset', 'BH2 5LR', 'United Kingdom']",50.718190031748506,-1.9802501840267723,Sporting Goods Shop
92,TS0743,53.48398100000001,-2.2402409,MANCHESTER,MANCHESTER (ARNDALE),ENG,Msu3 Northern Ext,M4 3AQ,692,25573,"TM7299,TS0743",4b7ec528f964a52010fe2fe3,JD Sports,176,"['16-18 Arndale Centre, Barbarolli Mall', 'Manchester', 'M4 3AB', 'United Kingdom']",53.41021820947648,-2.401625,Sporting Goods Shop
93,TS0744,53.523963415689295,-1.13857158204181,DONCASTER,DONCASTER,ENG,24 Upper West Mall,DN1 1LF,639,6648,"TM7353,TS0744",4ff822a1e4b0f3316314010e,JD Sports,98,"['2-6 St Sepulchre Gate Frenchgate Sc (Frenchgate Shopping Centre)', 'Doncaster', 'DN1 1TD', 'United Kingdom']",53.52330500000001,-1.1372458,Sporting Goods Shop
94,TS0745,51.2751579182325,0.520847701585243,MAIDSTONE,MAIDSTONE FREMLINS CNTR,ENG,19/21 Fremlin Walk,ME14 1QG,627,6139,"TM7354,TS0745",4e770a2c1495be5171d05d9c,JD Sports,72,"['Unit 18A Hempstead Valley Sc', 'Gillingham', 'Kent', 'ME7 3PB', 'United Kingdom']",51.275347,0.519858,Sporting Goods Shop
95,TS0746,51.767187799999995,0.096197,HARLOW,HARLOW WATER GARDENS,ENG,"Unit 6, Water Gardens Shopping Centre",CM20 1AN,630,4000,"TM7355,TS0746",4e0c91a7d4c07c82a2dd714a,JD Sports,172,"['Unit 11 The Water Gardens Southgate', 'Harlow', 'Essex', 'CM20 1AB', 'United Kingdom']",51.719358559094594,-0.03848433494567871,Sporting Goods Shop
96,TS0747,52.95692885,-1.146972525,NOTTINGHAM,NOTTINGHAM (VICTORIA),ENG,136 Victoria Centre,NG1 3QD,635,15080,"TM7356,TS0747",4db175c5a86e63d2116b210c,JD Sports,187,"['30-32 Clumber Street', 'Nottingham', 'Nottinghamshire', 'NG1 3GB', 'United Kingdom']",52.95460901133932,-1.1477333307266235,Sporting Goods Shop
97,TS0748,51.276866288102596,1.08174945968111,CANTERBURY,CANTERBURY WHITEFRIARS,ENG,1-3 Whitefriars Street,CT1 2TA,637,10000,"TM7357,TS0748",55cdda67498ef8f118dc762a,JD Sports,313,"['36 High Street', 'Canterbury', 'Kent', 'CT1 2RY', 'United Kingdom']",51.27925723818299,1.0793718695640564,Sporting Goods Shop
98,TS0749,50.7252107559396,-3.52728097911406,EXETER,EXETER PRINCESSHAY,ENG,Exeter Princesshay,EX1 1GB,641,5298,"TM7358,TS0749",4fd3515be4b0052fbb754f6f,JD Sports,110,"['No: 22 Unit Su28 Princesshay', 'Exeter', 'Devon', 'EX1 1GE', 'United Kingdom']",50.72439197976415,-3.5281767754630664,Sporting Goods Shop
99,TS0750,-33.7946398,150.98134230000002,CRAIGAVON,CRAIGAVON,NI,"Unit C, Rushmere Shopping Centre",BT64 1AA,628,3100,"TM7359,TS0750",5aee782823a2e6002ccdc016,JD Sports,3243,"['Parramatta NSW 2150', 'Australia']",-33.817489,151.003108,Sporting Goods Shop
100,TS0753,53.79470785,-1.7499280477804398,BRADFORD,BRADFORD BROADWAY,ENG,Unit Msuo3,BD11US,1020,4536,"TM7479,TS0753",4c5145ca3940be9a27359408,JD Sports,486,"['Unit 2 Forster Square (Valley Rd.)', 'Bradford', 'BD1 4AG', 'United Kingdom']",53.723188914009974,-1.8580051951064436,Sporting Goods Shop
101,TS0759,53.546574791431105,-2.6293631786429,WIGAN,WIGAN,ENG,Unit 1,WN1 1BH,720,4932,"TM7366,TS0759",4e7cbccfb0fbfe3c1647ba41,JD Sports,74,"['22 Market Walk Sc', 'Chorley', 'Lancashire', 'PR7 1DE', 'United Kingdom']",53.45181935873133,-2.7358263731002808,Sporting Goods Shop
102,TS0763,53.389943200000005,-2.5945259999999997,WARRINGTON,WARRINGTON,ENG,Unit Su3,WA1 1QB,739,7000,"TM7369,TS0763",4c1f44335668b713b49ef569,JD Sports,173,"['Su40 Golden Square', 'Warrington', 'WA1 1QP', 'United Kingdom']",53.32783030977396,-2.7358263731002808,Sporting Goods Shop
103,TS0765,52.919655031578905,-1.47323935263158,DERBY,DERBY,ENG,Su208/307,DE1 2PQ,741,8400,"TM7370,TS0765",4f49060ee4b0c8396045504f,JD Sports,119,"['Su310 & 259 The Eagle Centre', 'Derbyshire', 'DE1 2PL', 'United Kingdom']",52.918595999999994,-1.472944,Sporting Goods Shop
104,TS0766,53.3390493,-6.2569508,Z EIRE DUBLIN (ST STEPH),DUBLIN ST STEPHENS,EIR,6-7 St Stephens Green,D02 X827,705,14135,TS0766,4b5346b9f964a520679527e3,JD Sports,1256,"['43-44 Mary Street', 'Dublin', 'Dublin City', 'Ireland']",53.28664913743767,-6.2657193644180325,Sporting Goods Shop
105,TS0768,51.67193505,-0.0332490756229035,ENFIELD,ENFIELD,ENG,12 Hutton Walk,EN2 6BH,717,4605,"TM7378,TS0768",4c712724d7fab1f7db6b60c9,JD Sports,4074,"['22 North Mall', 'Edmonton', 'Greater London', 'N9 0EQ', 'United Kingdom']",51.567386579584216,-0.10692239999999999,Sporting Goods Shop
106,TS0769,51.6295891588696,-0.755162098834289,HIGH WYCOMBE,HIGH WYCOMBE,ENG,Unit 43,HP11 2BY,738,4390,"TM7392,TS0769",50cdc081e4b09a6d9e5cc38a,JD Sports,80,"['Unit 51, Eden Centre', 'High Wycombe', 'Buckinghamshire', 'HP11 2BZ', 'United Kingdom']",51.62937306766141,-0.7540547847747803,Sporting Goods Shop
107,TS0772,53.9574,-1.0799466,YORK,YORK COPPERGATE,ENG,3 St Mary's Square,YO1 9NY,708,10300,"TM7938,TS0772",4d43fdeebf61a1cdf1dc03ac,JD Sports,403,"['Unit 2 3-7 Coney Street (Unit 2)', 'York', 'North Yorkshire', 'YO1 9QL', 'United Kingdom']",53.95976460709815,-1.0846175998449326,Sporting Goods Shop
108,TS0773,51.864724629642105,-2.24532325446425,GLOUCESTER,GLOUCESTER,ENG,8-8a Eastgate Street,GL1 1PA,712,4000,"TM7948,TS0773",4bfd2c7d83bbd13a23ef62c5,JD Sports,90,"['Unit 8A, Market Way', 'Gloucester', 'Gloucestershire', 'GL1 1QH', 'United Kingdom']",51.86398233096751,-2.244783639907837,Sporting Goods Shop
109,TS0784,51.4048474272514,0.0153298535955656,BROMLEY,BROMLEY,ENG,145 High St,BR1 1JD,747,12010,"TM7844,TS0784",4c3842d63849c928ea31bfb1,JD Sports,5,"['122-124 High Street', 'Eltham', 'Greater London', 'SE9 1BJ', 'United Kingdom']",51.37557944937755,-0.11496618390083313,Sporting Goods Shop
110,TS0785,54.57522686077821,-1.23690921624681,MIDDLESBROUGH,MIDDLESBROUGH,ENG,92 Linthorpe Road,TS1 2JZ,750,9030,"TM7778,TS0785",4cb1b056ef1b370495364500,JD Sports,77,"['The Cleveland Sc', 'Middlesbrough', 'TS1 2NR', 'United Kingdom']",54.557325526925666,-1.314524093254022,Sporting Goods Shop
111,TS0786,55.94857066985951,-4.7588224627108495,GREENOCK,GREENOCK,SCO,30 Hamilton Way,PA15 1RH,4079,1100,TS0786,5a8ece355a2c9117b2ed4d12,JD Sports,30,"['Hamilton Way', 'Greenock', 'Inverclyde', 'PA15 1JW', 'United Kingdom']",55.948572,-4.759311,Sporting Goods Shop
112,TS0857,53.7454256852662,-0.349511797437794,HULL,HULL ST STEPHENS CENTRE,ENG,"Unit 12, 13",HU2 8LN,787,8400,"TM7445,TS0857",52c987b8498eb44b7a145b2c,JD Sports,151,"['Unit 30 St Stephens Shopping Centre', 'Hull', 'Kingston upon Hull', 'HU2 8LN', 'United Kingdom']",53.745489673326794,-0.34721195697784424,Sporting Goods Shop
113,TS0864,51.5304006,-3.2510664,CARDIFF,CARDIFF,WAL,Unit 1 Andrews Buildings,CF10 2AS,699,19487,"TM7491,TS0864",4bfa80a85efe2d7ff6a96d34,JD Sports,5648,"['1A Cardiff Bay Retail Park (Cardiff Bay)', 'Cardiff', 'CF11 0JR', 'United Kingdom']",51.45696519018271,-3.3801094,Sporting Goods Shop
114,TS0870,54.59555065,-5.92807936503482,BELFAST,BELFAST VICTORIA SQUARE,NI,Msu2 Victoria Square,BT1 4QG,806,19502,"TM7513,TS0870",4d2e06f55d4ca1cd8faf141b,JD Sports,317,"['14 Donegall Place', 'Belfast', 'BT1 5BA', 'United Kingdom']",54.51215200000001,-6.050113,Sporting Goods Shop
115,TS0873,51.5140982676524,-0.0949137630593093,LONDON (CITY),CHEAPSIDE,ENG,Unit Msu1,EC2V 6AH,820,10300,"TM7580,TS0873",4ac518f1f964a520ecad20e3,JD Sports,3095,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.5152391,-0.1395672,Sporting Goods Shop
116,TS0874,51.507417385242704,-0.221360685945052,LONDON (WHITE CITY),WHITE CITY,ENG,2039-2041,W12 7GE,798,18581,"TM7588,TS0874",4ac518f1f964a520ecad20e3,JD Sports,5733,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.428388,-0.280536,Sporting Goods Shop
117,TS0875,51.3376625237768,-0.7464890586575601,CAMBERLEY,CAMBERLEY,ENG,3/5 Cambridge Walk,GU15 3SW,7192,1900,"TM7589,TS0875",4bf7d65e5ec320a1899287d3,JD Sports,50,"['52-53 The Mall Wellington Sc', 'Aldershot', 'Hampshire', 'GU11 1DB', 'United Kingdom']",51.248995,-0.765137,Sporting Goods Shop
118,TS0879,50.3723172288433,-4.13816895222987,PLYMOUTH,PLYMOUTH,ENG,Unit 43/44 Drakes Circus,PL1 1EA,799,7549,"TM7598,TS0879",568a8ec5498e71639f174885,JD Sports,21,"['52 New George St', 'Plymouth', 'Devon', 'PL1 1RR', 'United Kingdom']",50.37142962178803,-4.144796133041382,Sporting Goods Shop
119,TS0880,52.204510876898794,0.12243169040014999,CAMBRIDGE,CAMBRIDGE,ENG,Unit Su 15 & 42,CB2 3AX,802,12600,"TM7609,TS0880",4bb606d36edc76b04848301c,JD Sports,114,"['Units 30-31 32 Lion Yard', 'Cambridge', 'Cambridgeshire', 'CB2 3NA', 'United Kingdom']",52.20478112557175,0.12080535292625427,Sporting Goods Shop
120,TS0885,55.822110654937106,-4.34221124806501,GLASGOW (SILVERBURN),GLASGOW SILVERBURN,SCO,Silverburn Shopping Centre,G53 6AG,807,5819,"TM7612,TS0885",4e95865e722ed789ed0bf5e2,JD Sports,121,"['87-91 Argyle Street (St Enoch Shopping Centre)', 'Glasgow', 'Glasgow City', 'G2 8BJ', 'United Kingdom']",55.82106136560886,-4.433959,Sporting Goods Shop
121,TS0891,54.9731943184377,-1.61659043304394,NEWCASTLE UPON TYNE,NEWCASTLE ELDON SQUARE,ENG,Units 3-7 St. Andrews Way,NE1 7XD,870,15088,"TM7664,TS0891",4bc09ecdb492d13aee80a460,JD Sports,381,"['105A 106B B1-B7/9 The Gallery Metro Centre (Red Mall)', 'Gateshead', 'NE11 9YP', 'United Kingdom']",54.95711929952166,-1.6706176822090129,Sporting Goods Shop
122,TS0893,53.6849427953932,-1.4965429509119499,WAKEFIELD,WAKEFIELD,ENG,Unit G11 & G12,WF1 1QR,939,5000,"TM7361,TS0893",4bf90c63b182c9b6da5b785a,JD Sports,130,"['132 Briggate', 'Leeds', 'LS1 6HF', 'United Kingdom']",53.68390600000001,-1.5738823,Sporting Goods Shop
123,TS0894,51.482579474247,-0.610993674951536,WINDSOR,WINDSOR,ENG,33 King Edward Court,SL4 1TG,830,3683,TS0894,4baf53ccf964a5202ef83be3,JD Sports,181,"['12A Peascod St', 'Windsor', 'Berkshire', 'SL4 1DU', 'United Kingdom']",51.43513291664882,-0.6083850206934527,Sporting Goods Shop
124,TS0931,52.63624368976439,-1.13528680957916,LEICESTER,LEICESTER,ENG,Units 87/88 & 108/109,LE1 4FQ,838,8855,"TM7740,TS0931",4d1b517883c5a1cda8d52a4e,JD Sports,73,"['Unit 5B, Fosse Shopping Park', 'Leicester', 'LE19 1HX', 'United Kingdom']",52.59717,-1.1791906,Sporting Goods Shop
125,TS0933,53.4146877148088,-1.40932402799025,SHEFFIELD (MEADOWHALL),MEADOWHALL,ENG,9/15 Park Lane,S9 1EL,853,15500,"TM7741,TS0933",4be691eb2457a5937bf5ac15,JD Sports,231,"['42, High Street, Meadowhall Sc (Meadowhall Shopping Centre)', 'Sheffield', 'S9 1EN', 'United Kingdom']",53.344007299999994,-1.4731080830097198,Sporting Goods Shop
126,TS0934,53.43022975,-7.89766989616603,Z EIRE ATHLONE,ATHLONE,EIR,Unit 36,N37 NN28,850,2200,TS0934,4dd3e83e45dd98b61e772c6f,JD Sports,2651,"['Unit 52 Athlone Town Centre', 'Athlone', 'Co Westmeath', 'Ireland']",53.42355500000001,-7.9360473,Sporting Goods Shop
127,TS0938,51.452962899999996,-0.97187085,READING,READING ORACLE CTR,ENG,"Unit 43, Town Mall",RG1 2AS,171,10800,"TM7096,TS0938",4bb5ec762ea1952174e3aa2f,JD Sports,343,"['52 Broad Street', 'Reading', 'RG1 2AA', 'United Kingdom']",51.45582619146551,-0.9736995398998259,Sporting Goods Shop
128,TS0961,51.4584164662284,-2.58567655445041,BRISTOL,BRISTOL CABOT CIRCUS,ENG,Lower Ground Su25,BS1 3BA,724,12819,"TM7760,TS0961",4b05883ef964a52043ba22e3,JD Sports,57,"['Lr40 Lower Level The Mall, Cribbs Causeway (Cribbs Causeway)', 'Bristol', 'BS34 5UP', 'United Kingdom']",51.4481915,-2.5957777,Sporting Goods Shop
129,TS0962,51.561891700000004,-1.7861816000000001,SWINDON,SWINDON,ENG,Su1,SN1 1BL,897,3800,"TM7761,TS0962",4cac678e2f08236a9a508b61,JD Sports,65,"['Unit 5 Canal Walk Bridge Street (Bridge St)', 'Swindon', 'SN1 1LD', 'United Kingdom']",51.561306366163095,-1.7861607670783997,Sporting Goods Shop
130,TS1012,53.46255895,-2.34611903044906,MANCHESTER (TRAFFORD C),TRAFFORD CENTRE,ENG,130-134 Regent Crescent,M17 8AF,1056,26093,"TM7788,TS1012",4b7ec528f964a52010fe2fe3,JD Sports,482,"['16-18 Arndale Centre, Barbarolli Mall', 'Manchester', 'M4 3AB', 'United Kingdom']",53.466613,-2.401625,Sporting Goods Shop
131,TS1036,56.45909048745379,-2.9745813958125096,DUNDEE,DUNDEE,SCO,L12 -14 Overgate,DD1 1UE,927,4462,"TM7380,TS1036",56e81290cd1005bb81bf1865,JD Sports,37,"['Unit L1 Overgate Sc', 'Dundee', 'Dundee City', 'DD1 1UF', 'United Kingdom']",56.4593799,-2.9742761000000004,Sporting Goods Shop
132,TS1040,51.13422665,0.264452066666667,TUNBRIDGE WELLS,TUNBRIDGE WELLS,ENG,13-17 Calverley Road,TN1 2TB,916,6425,"TM7868,TS1040",5a8ecf9e7dc9e1114ef20a51,JD Sports,165,"['117-119, Royal Victoria Place', 'Tunbridge Wells', 'Kent', 'TN1 2SS', 'United Kingdom']",51.135011,0.266473,Sporting Goods Shop
133,TS1041,54.15373100000001,-4.5361958,DOUGLAS (IOM),DOUGLAS IOM,IOM,32/36 Strand Centre,IM1 2ER,976,3012,"TM7872,TS1041",5a8ecffd51950e7c14d44094,JD Sports,3711,"['62-66 Strand Street', 'Douglas', 'IM1 2LY', 'Isle of Man']",54.1521145,-4.4793224,Sporting Goods Shop
134,TS1049,51.57001952361421,0.464007872057603,BASILDON,BASILDON,ENG,24/25 Eastgate Centre,SS14 1AE,946,3200,"TM7944,TS1049",528696b5498e217cc9ab8e8e,JD Sports,361,"['92 Town Square', 'Basildon', 'Essex', 'SS14 1BX', 'United Kingdom']",51.57009473727974,0.4587838053703308,Sporting Goods Shop
135,TS1054,51.4997736386709,-0.164214811164383,LONDON (KNIGHTSBRIDGE),KNIGHTSBRIDGE,ENG,70 Brompton Road,SW3 1ER,910,10190,"TM7014,TS1054",4ac518f1f964a520ecad20e3,JD Sports,2424,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.428388,-0.167446,Sporting Goods Shop
136,TS1055,50.836318,-0.7781004142857142,CHICHESTER,CHICHESTER,ENG,89-91 East Street,PO19 1HA,936,4198,"TM7069,TS1055",4ede4d065c5c96a202d6d0b8,JD Sports,9417,"['13 London Road', 'Bognor Regis', 'West Sussex', 'PO21 1PQ', 'United Kingdom']",50.78401411394586,-0.6728678876493177,Sporting Goods Shop
137,TS1064,53.595192509195606,-2.2907951153432204,BURY,BURY,ENG,Unit E03 The Rock,BL9 0JL,932,4000,"TM7172,TS1064",4c6aca2f897b1b8d72b1b217,JD Sports,153,"['37 Market Place', 'Bolton', 'Lancashire', 'BL1 2AL', 'United Kingdom']",53.50143612114339,-2.4298163386727083,Sporting Goods Shop
138,TS1081,51.45488658,-0.19292479999999998,WANDSWORTH,WANDSWORTH,ENG,"Unit 42/44, High Street",SW18 4TF,947,3000,TS1081,4ac518f1f964a520ecad20e3,JD Sports,3438,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.4105961,-0.3049785,Sporting Goods Shop
139,TS1082,57.478812600000005,-4.2205434,INVERNESS,INVERNESS,SCO,"Units 63, 64 & 65 Eastgate Shopping Centre",IV2 3PP,966,4500,"TM7217,TS1082",4faa5ccfe4b0387cf18e8795,JD Sports,2608,"['Unit 6A Inverness Retail Park', 'Inverness', 'Highland', 'IV2 7GD', 'United Kingdom']",57.48104490516315,-4.1771483472214195,Sporting Goods Shop
140,TS1090,51.543630683333305,-0.0072226,STRATFORD (WESTFIELD),STRATFORD WESTFIELD,ENG,"Su 2016, 223-224 The Arcade",E20 1EQ,964,19500,"TM7428,TS1090",4ac518f1f964a520ecad20e3,JD Sports,4534,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.5152391,-0.1395672,Sporting Goods Shop
141,TS1214,51.434012,-0.5110439999999999,STAINES,STAINES,ENG,15/16 South Mall,TW18 4QT,967,3300,"TM7655,TS1214",4baf53ccf964a5202ef83be3,JD Sports,126,"['12A Peascod St', 'Windsor', 'Berkshire', 'SL4 1DU', 'United Kingdom']",51.319715,-0.6083850206934527,Sporting Goods Shop
142,TS1232,51.48742562733211,0.283780895739933,THURROCK (LAKESIDE),LAKESIDE,ENG,334/336 Lakeside Shopping Centre,RM20 2ZH,957,17650,"TM7709,TS1232",4c2b49be77cfe21ee934b4f1,JD Sports,85,"['L071 Lower Thames Walk (Bluewater Shopping Centre)', 'Kent', 'DA9 9SL', 'United Kingdom']",51.438532815053904,0.14783263206481936,Sporting Goods Shop
143,TS1248,50.82350585635321,-0.145863321102155,BRIGHTON,BRIGHTON,ENG,Unit Msu 7,BN1 2TE,994,14185,"TM7726,TS1248",4b05884af964a520aabc22e3,JD Sports,26,"['Unit 1 Churchill Square', 'Brighton', 'East Sussex', 'BN1 2TA', 'United Kingdom']",50.823516999999995,-0.14624600000000001,Sporting Goods Shop
144,TS1273,52.771299725,-1.206875325,LOUGHBOROUGH,LOUGHBOROUGH,ENG,17 Carillion Court,LE11 3EA,969,2700,"TM8106,TS1273",4b94fb26f964a520488a34e3,JD Sports,329,"['Market St', 'Loughborough', 'Leicestershire', 'United Kingdom']",52.76165282,-1.20754795,Sporting Goods Shop
