Host ID,Host Lat,Host Lng,TOWN,NAME,COUNTRY,Address1,Postcode,PNO,NSF,Branch IDs,Venue ID,Venue Name,Venue Distance,Venue Address,Venue Lat,Venue Lng,Venue Category
TM8134,55.8638626676302,-4.25318293851664,GLASGOW,GLASGOW BUCHANAN ST,SCO,The George Unit 1& 2,G1 2NG,404,8404,"TM8134,TS2876",4e95865e722ed789ed0bf5e2,JD Sports,3515,"['Unit 33 Forge Shopping Centre', 'Glasgow', 'Glasgow City', 'G31 4EB', 'United Kingdom']",55.85374238397631,-4.199872612953186,Sporting Goods Shop
TM8134,55.8638626676302,-4.25318293851664,GLASGOW,GLASGOW BUCHANAN ST,SCO,The George Unit 1& 2,G1 2NG,404,8404,"TM8134,TS2876",4e14305518a8b99f10ad7e67,JD Sports,757,"['186 Trongate (Glassford St)', 'Glasgow', 'Glasgow City', 'G1 5RY', 'United Kingdom']",55.85752713631158,-4.248780012130737,Sporting Goods Shop
TS0001,51.5155336,-0.141352,LONDON (OXFORD CIRCUS),OXFORD CIRCUS,ENG,214 Oxford Street,W1W 8LG,8512,69207,"TM7329,TS0001",4ac518f1f964a520ecad20e3,JD Sports,127,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.5152391,-0.1395672,Sporting Goods Shop
TS0001,51.5155336,-0.141352,LONDON (OXFORD CIRCUS),OXFORD CIRCUS,ENG,214 Oxford Street,W1W 8LG,8512,69207,"TM7329,TS0001",4fbf51d3e4b07c0ab040c868,JD Sports,11112,"['Unit C The Mall 33 Selbourne Walk', 'Walthamstow', 'Greater London', 'E17 7JR', 'United Kingdom']",51.58313160928119,-0.02323061227798462,Sporting Goods Shop
TS0001,51.5155336,-0.141352,LONDON (OXFORD CIRCUS),OXFORD CIRCUS,ENG,214 Oxford Street,W1W 8LG,8512,69207,"TM7329,TS0001",5a8ecd3d5a2c9117b2eca1d4,JD Sports,9868,"['53 Tooting High Street', 'Tooting', 'Greater London', 'SW17 0SP', 'United Kingdom']",51.428388,-0.167446,Sporting Goods Shop
TS0003,51.5744922,-0.2215646,BRENT CROSS,BRENT CROSS,ENG,"Unit 72, Brent Cross Shopping Centre",NW4 3FP,780,11237,"TM7218,TS0003",4ac518f1f964a520ecad20e3,JD Sports,8702,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.5152391,-0.1395672,Sporting Goods Shop
TS0003,51.5744922,-0.2215646,BRENT CROSS,BRENT CROSS,ENG,"Unit 72, Brent Cross Shopping Centre",NW4 3FP,780,11237,"TM7218,TS0003",50ca2e02e4b0a678c04f68a5,JD Sports,4334,"['Unit 1B Stadium Retail Park (Wembley Pk Dr)', 'Wembley', 'Greater London', 'HA9 8TS', 'United Kingdom']",51.5613556,-0.280536,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",50d6ef96e4b06bd2e86be07b,JD Sports,216,"['145-146 Charlotte Way St Johns Precinct (St Johns Precinct)', 'Liverpool', 'L1 1NA', 'United Kingdom']",53.406344,-2.980698,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",4c838726dc018cfae439d96c,JD Sports,257,"['4 Paradise St (MSU4B Liverpool One)', 'Liverpool', 'L1 8JF', 'United Kingdom']",53.4045585,-2.9864113,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",4fb12597e4b0ddb44aed532c,JD Sports,5352,"['Unit 2 The Strand Sc', 'Bootle', 'Sefton', 'L20 4XX', 'United Kingdom']",53.45245506010042,-2.992503046989441,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",4fcf40b0e4b099486cfd32d7,JD Sports,3360,"['178-182 Unit 3 Grange Road (Unit 3)', 'Birkenhead', 'Wirral', 'CH41 6EA', 'United Kingdom']",53.3895946,-3.0263291,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",4bace318f964a520f6153be3,JD Sports,9051,"['Unit 7 New Mersey Retail Park (Speke Rd)', 'Speke', 'Liverpool', 'L24 8QB', 'United Kingdom']",53.3517248,-2.8791868,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",50e5a98de4b01e90712f258c,JD Sports,12382,"['Unit 6B Cables Retail Park', 'Prescot', 'Knowsley', 'L34 5NQ', 'United Kingdom']",53.4266116,-2.7995483,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",526e95ae498e3c8ecbea7f96,JD Sports,8540,"['Unit 3B, Racecourse Retail Park', 'Sefton', 'L9 5AN', 'United Kingdom']",53.4791517,-2.9511615,Sporting Goods Shop
TS0004,53.4047412265498,-2.98254078973347,LIVERPOOL,LIVERPOOL,ENG,22/36 Church Street,L1 3AY,1479,20200,"TM7256,TS0004",5a8ecffecbcdee114e26bf50,JD Sports,3815,"['Unit 24 Edge Lane', 'Liverpool', 'L13 9NB', 'United Kingdom']",53.409036,-2.9254948,Sporting Goods Shop
TS0005,54.956483089938,-1.6689083161523,GATESHEAD (METRO),GATESHEAD METRO CENTRE,ENG,Unit 57 Cameron Walk,NE11 9YR,1813,10498,"TM7390,TS0005",4bc09ecdb492d13aee80a460,JD Sports,130,"['105A 106B B1-B7/9 The Gallery Metro Centre (Red Mall)', 'Gateshead', 'NE11 9YP', 'United Kingdom']",54.95711929952166,-1.6706176822090129,Sporting Goods Shop
TS0005,54.956483089938,-1.6689083161523,GATESHEAD (METRO),GATESHEAD METRO CENTRE,ENG,Unit 57 Cameron Walk,NE11 9YR,1813,10498,"TM7390,TS0005",4c9206c5ae45224bbc6aec97,JD Sports,4191,"['54 Northumberland Street', 'Newcastle upon Tyne', 'NE1 7DF', 'United Kingdom']",54.9756803,-1.6124877,Sporting Goods Shop
TS0009,52.5849141267301,-2.1265319280354,WOLVERHAMPTON,WOLVERHAMPTON,ENG,12/13 Dudley Street,WV1 3EY,928,2585,"TM7159,TS0009",55f17061498e32b72a281497,JD Sports,118,"['Unit 26-32 Central Arcade', 'Wolverhampton', 'West Midlands', 'WV1 3NH', 'United Kingdom']",52.584325,-2.127989,Sporting Goods Shop
TS0009,52.5849141267301,-2.1265319280354,WOLVERHAMPTON,WOLVERHAMPTON,ENG,12/13 Dudley Street,WV1 3EY,928,2585,"TM7159,TS0009",4cfa84f6dccef04df8c9b59c,JD Sports,11771,"['Unit L101 Merryhill Sc Brierley Hill', 'Dudley', 'DY5 1SY', 'United Kingdom']",52.47963609184035,-2.11019549570085,Sporting Goods Shop
TS0009,52.5849141267301,-2.1265319280354,WOLVERHAMPTON,WOLVERHAMPTON,ENG,12/13 Dudley Street,WV1 3EY,928,2585,"TM7159,TS0009",5b7f18db67e5f2002c2a95d5,JD Sports,8228,"['Unit 5 Gallagher Retail Park', 'Wednesbury', 'Sandwell', 'WS10 9QY', 'United Kingdom']",52.56576025461298,-2.0090603828430176,Sporting Goods Shop
TS0009,52.5849141267301,-2.1265319280354,WOLVERHAMPTON,WOLVERHAMPTON,ENG,12/13 Dudley Street,WV1 3EY,928,2585,"TM7159,TS0009",4ed63aad722eff15c01c3750,JD Sports,11601,"['Unit Su3 New Square', 'West Bromwich', 'Sandwell', 'B70 7NX', 'United Kingdom']",52.52038283517374,-1.9919317960739136,Sporting Goods Shop
TS0009,52.5849141267301,-2.1265319280354,WOLVERHAMPTON,WOLVERHAMPTON,ENG,12/13 Dudley Street,WV1 3EY,928,2585,"TM7159,TS0009",4d233e5e5acaa35d28d4de35,JD Sports,2973,"['Unit C3B Bentley Bridge Retail Park', 'Wednesfield', 'West Midlands', 'WV11 1BP', 'United Kingdom']",52.597179067429494,-2.087477863754202,Sporting Goods Shop
TS0009,52.5849141267301,-2.1265319280354,WOLVERHAMPTON,WOLVERHAMPTON,ENG,12/13 Dudley Street,WV1 3EY,928,2585,"TM7159,TS0009",4c419349af052d7f9d887d79,JD Sports,9454,"['Unit 14 Town Wharf Retail Park', 'Walsall', 'WS2 8LL', 'United Kingdom']",52.58696965511438,-1.9867819547653198,Sporting Goods Shop
TS0014,51.461029731394,-0.30421890382246,RICHMOND,RICHMOND,ENG,53/54 George Street,TW9 1HJ,640,2465,"TM7561,TS0014",5895ef8201f0776e38be9d23,JD Sports,12251,"['385-389 Oxford St', 'Mayfair', 'Greater London', 'United Kingdom']",51.514110913775795,-0.14939367771148682,Sporting Goods Shop
TS0014,51.461029731394,-0.30421890382246,RICHMOND,RICHMOND,ENG,53/54 George Street,TW9 1HJ,640,2465,"TM7561,TS0014",5a8ecd3d5a2c9117b2eca1d4,JD Sports,10161,"['53 Tooting High Street', 'Tooting', 'Greater London', 'SW17 0SP', 'United Kingdom']",51.428388,-0.167446,Sporting Goods Shop
TS0014,51.461029731394,-0.30421890382246,RICHMOND,RICHMOND,ENG,53/54 George Street,TW9 1HJ,640,2465,"TM7561,TS0014",4de21fb718385df2b01be85b,JD Sports,7687,"['Ariel Way (Unit 1158)', 'Shepherds Bush', 'Greater London', 'W12 7GD', 'United Kingdom']",51.50754047922712,-0.2222532033920288,Sporting Goods Shop
TS0014,51.461029731394,-0.30421890382246,RICHMOND,RICHMOND,ENG,53/54 George Street,TW9 1HJ,640,2465,"TM7561,TS0014",4d1b21efeab1224b5491cfe2,JD Sports,5614,"['20 Church Street', 'Kingston', 'Greater London', 'KT1 1RJ', 'United Kingdom']",51.4105961,-0.3049785,Sporting Goods Shop
TS0014,51.461029731394,-0.30421890382246,RICHMOND,RICHMOND,ENG,53/54 George Street,TW9 1HJ,640,2465,"TM7561,TS0014",4c0f573a2466a5931e797a21,JD Sports,8217,"['Unit 3 15-29 The Broadway', 'Wimbledon', 'Greater London', 'SW19 1PS', 'United Kingdom']",51.42035259651733,-0.20538747310638428,Sporting Goods Shop
TS0014,51.461029731394,-0.30421890382246,RICHMOND,RICHMOND,ENG,53/54 George Street,TW9 1HJ,640,2465,"TM7561,TS0014",4ea7f0d7b8f7ff211aa69309,JD Sports,10271,"['Unit 2 Tandem Centre Top Of Church Rd (Tandem Way)', 'Colliers Wood', 'Greater London', 'SW19 2TY', 'United Kingdom']",51.414558236308686,-0.17633914947509766,Sporting Goods Shop
TS0018,52.4078284,-1.51106813333333,COVENTRY,COVENTRY,ENG,54/56 Broadgate,CV1 1NF,13,4244,"TM7214,TS0018",4c0d1d4ab1b676b02811e086,JD Sports,104,"['Unit 40-44, 38 The Precinct', 'Coventry', 'CV1 1DE', 'United Kingdom']",52.40858645512699,-1.51198768220911,Sporting Goods Shop
TS0018,52.4078284,-1.51106813333333,COVENTRY,COVENTRY,ENG,54/56 Broadgate,CV1 1NF,13,4244,"TM7214,TS0018",4d9dd22f5c33a35d530b0aa1,JD Sports,10014,['United Kingdom'],52.320816,-1.5485,Sporting Goods Shop
TS0025,51.1147613295974,-0.186177566711947,CRAWLEY,CRAWLEY,ENG,Unit G,RH10 1ER,382,2725,"TM7101,TS0025",4f802cece4b0acccb7bc4b44,JD Sports,131,"['Unit 15 County Mall', 'Crawley', 'West Sussex', 'RH10 1FF', 'United Kingdom']",51.113629404731086,-0.18563434481620789,Sporting Goods Shop
TS0025,51.1147613295974,-0.186177566711947,CRAWLEY,CRAWLEY,ENG,Unit G,RH10 1ER,382,2725,"TM7101,TS0025",4e537e24fa766dacede54e3f,JD Sports,4802,"['Aru11 South Terminal (LGW Airport)', 'West Sussex', 'RH6 0NP', 'United Kingdom']",51.155469,-0.163422,Sporting Goods Shop
TS0028,50.8104466297461,-0.370900686679022,WORTHING,WORTHING,ENG,21/23 Montague St,BN11 3HA,1502,2395,"TM7021,TS0028",5077eadee4b07d24af7a0a86,JD Sports,155,"['65 Montague Street', 'Worthing', 'West Sussex', 'BN11 3BN', 'United Kingdom']",50.8099969,-0.372999,Sporting Goods Shop
TS0030,50.6995413142857,-1.29515167142857,NEWPORT (IOW),NEWPORT IOW,ENG,20 St James Square,PO30 1UX,2120,1867,"TM7323,TS0030",4e57b2f67d8bf55c172b8892,JD Sports,67,"['110-112 High St', 'Newport', 'Isle of Wight', 'PO30 1TJ', 'United Kingdom']",50.6997391153113,-1.2960541248321533,Sporting Goods Shop
TS0032,51.5096919484837,-0.122906301933902,LONDON (STRAND),STRAND,ENG,60/64 The Strand,WC2N 5LR,8515,3651,"TM8137,TS0032",4fbf51d3e4b07c0ab040c868,JD Sports,10698,"['Unit C The Mall 33 Selbourne Walk', 'Walthamstow', 'Greater London', 'E17 7JR', 'United Kingdom']",51.58313160928119,-0.02323061227798462,Sporting Goods Shop
TS0032,51.5096919484837,-0.122906301933902,LONDON (STRAND),STRAND,ENG,60/64 The Strand,WC2N 5LR,8515,3651,"TM8137,TS0032",5a8ecd3d5a2c9117b2eca1d4,JD Sports,9563,"['53 Tooting High Street', 'Tooting', 'Greater London', 'SW17 0SP', 'United Kingdom']",51.428388,-0.167446,Sporting Goods Shop
TS0032,51.5096919484837,-0.122906301933902,LONDON (STRAND),STRAND,ENG,60/64 The Strand,WC2N 5LR,8515,3651,"TM8137,TS0032",4ac518f1f964a520ecad20e3,JD Sports,1309,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.5152391,-0.1395672,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",5a8ecd3d5a2c9117b2eca1d4,JD Sports,7421,"['53 Tooting High Street', 'Tooting', 'Greater London', 'SW17 0SP', 'United Kingdom']",51.428388,-0.167446,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",4f7442c1e4b026e7918325e6,JD Sports,6579,"['52 North End', 'Croydon', 'Greater London', 'CR0 1UG', 'United Kingdom']",51.375579449377554,-0.10104149580001831,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",4ea7f0d7b8f7ff211aa69309,JD Sports,5781,"['Unit 2 Tandem Centre Top Of Church Rd (Tandem Way)', 'Colliers Wood', 'Greater London', 'SW19 2TY', 'United Kingdom']",51.414558236308686,-0.17633914947509766,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",4d1b21efeab1224b5491cfe2,JD Sports,9316,"['20 Church Street', 'Kingston', 'Greater London', 'KT1 1RJ', 'United Kingdom']",51.4105961,-0.3049785,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",4c0f573a2466a5931e797a21,JD Sports,6348,"['Unit 3 15-29 The Broadway', 'Wimbledon', 'Greater London', 'SW19 1PS', 'United Kingdom']",51.42035259651733,-0.20538747310638428,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",512b3f55e4b051c723e5ba1d,JD Sports,12234,"['451-453 Brixton Road', 'Brixton', 'Greater London', 'SW9 8HH', 'United Kingdom']",51.46207403944858,-0.11496618390083313,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",5725e6fe498e259d1c1d7b27,JD Sports,6077,"['60 High Street', 'Epsom', 'Surrey', 'KT19 8AJ', 'United Kingdom']",51.33364326384707,-0.26668936014175415,Sporting Goods Shop
TS0035,51.3637800006178,-0.193805506185935,SUTTON,SUTTON,ENG,137-145 High Street,SM1 1JQ,6023,2455,"TM7003,TS0035",5a8ecf5c3d479176b9778d52,JD Sports,119,"['163 High Street', 'Sutton', 'Greater London', 'SM1 1JN', 'United Kingdom']",51.36485115254712,-0.19395321607589722,Sporting Goods Shop
